,ktr,gam,slope_ven_blast,slope_aza_blast,slope_ven_wbc,slope_aza_wbc,B
3500,0.5000000025000029,0.20649884670367974,2.7012684577858814,0.02528651907708995,3.83079391921791,0.06354453299670533,0.3292993154273257
3631,0.5000000024999993,0.11944713214742773,2.7423344369435365,3.321901560065361,7.863529172852149,0.237651042918933,0.01990169945333357
6450,0.2585317957269935,0.5000000025000002,2.0289555782827655,4.166666668055558,3.3122775728272242,0.060448512072699474,0.5000000025000002
8242,0.12320274963828995,0.008027618944673283,0.5736314469647773,0.09945874652347492,0.97768127770761,0.43857539338887874,0.1625654597956332
2101,0.10194577702592882,0.05159316659435897,0.3936005913658492,0.3804106613550435,9.981766968864107e-05,0.16885517302507014,0.4767534939465037
3895,0.5000000024999993,0.37105150926273156,0.9780251421561549,1.0800410372230265,0.5991046031253169,4.2885277917111235,0.17785585183755875
2104,0.49999544361510495,0.00026950749824317723,0.05406059550169698,4.1666662534184615,0.10230492399707433,0.3171993667850632,0.0893428569959921
2105,7.641941638393743e-06,0.0022656735573404804,3.8256179849587424,2.307410642643064,0.02582835029484007,0.7639983434820946,0.0016453447312615057
1978,0.36518522167925843,0.025921581456908947,1.0331427807671836,0.20014331916755504,1.4581103212002924,3.506225977225384,0.2453711295478602
6074,0.1608875123453345,0.5000000024999975,4.166666668055555,0.0006421900239083246,0.4823194149941667,0.07446350360081869,0.028420098714518685
9145,0.13113668726714997,0.5000000025000011,0.5899444765911395,3.346770985273824,2.4817745709703902,1.2427649256238942,0.22667129980394785
2111,0.043605243795666146,0.23513362701006654,3.1686064067217052,0.28650955953500046,7.9609569677330185,0.017340361140041158,0.5000000024999878
5568,0.15709342811309868,0.17922746557653613,0.43703308664231,4.166666668055555,2.441983345441897,1.6416447942305905,0.004365181760094858
3266,1.0725599467092516e-08,0.49997602847589445,0.07297146820564186,3.3300757905529805e-06,8.06426403827227,6.543228969193507,3.5028262584213196e-06
3652,0.3669989721037459,0.07125248543780766,0.21654159979101267,3.6748335666372323,0.7022797730126344,0.9070835645383089,0.08946116950857094
2886,0.5000000025000002,2.188305273375299e-06,0.1460874263658222,0.12837668970468838,8.29483337437969,3.067503328053524,0.002975488565597062
4935,0.5000000025000002,0.4696521448589053,0.7814764273900661,0.9986590999998389,0.6243723088430387,0.2198094939062447,0.10263530240181047
6086,0.17779029071546915,0.4999999474467911,2.5111407885190324,0.45912824756738857,2.395772608070448,0.01845926125208174,0.019396082382707864
1100,0.047678032265355885,0.5000000023887425,0.8345773036373088,6.217225545143357e-05,5.694438860132457,5.989918896408135,0.0037099578614856387
8013,0.051777318815051494,0.5000000025000002,0.9207960623456012,0.10393972423390026,1.851854255927274,0.1541097731216371,0.07619754922299059
4046,0.3724338027349981,0.25045558497272774,0.259906221038268,4.166666668055558,0.05898812779948522,0.20063387994803714,0.03747176163955987
6735,0.5000000024999975,0.5000000025000011,1.2420214524789643,3.5893365776900863,0.9026002203996175,0.9683016164709228,0.0002392748964270303
9553,0.5000000025000011,0.051077314892757505,0.6746682122733316,4.166666668055551,1.010221961970465,0.3758638223839146,0.15517783556067924
4181,0.18325828481665016,0.49999999782320614,4.166666668055566,3.3260512044024173,1.956829603847749,0.084743168500615,0.27491356193573624
8917,0.33619627442209604,0.2745359368550813,3.667532666821373,0.783812243064653,0.7198020840331245,0.07428462178983185,0.031768682437241395
8793,0.37467480668172154,0.4782034350946325,1.0676990040133123,2.3727112935656582,0.4590711216277411,0.4657225444544269,0.17886656018236854
7643,0.29765470739572847,9.090719022571094e-08,0.09204193340092393,2.251248733839882,0.5906961930021724,0.5272805925606647,0.021351027680638877
7773,0.4490895326198681,0.4208292213097849,0.754574899356508,1.105869795812162,1.4231031934264171,0.04812086330130372,0.14579507033719014
9823,0.499999988181882,0.12183485647792155,0.9641823787003114,1.1636532517656126,0.5616064306753041,2.149575389487936,0.12434633842731319
5478,0.13041171454371872,0.4999999632180581,4.156890302110319,3.6424773107257646,1.5130644654322691,0.0027196734108834784,0.17784230984162927
6374,0.09673201061867068,0.4234139595832288,3.2565279049356994,0.5795700304384331,1.19781917348786,0.38102824960560505,0.10881529941701178
7402,0.15907112719745922,0.5000000025000002,1.2297613094549338,4.166666668055562,1.4537648149500684,0.31477045387029545,0.2129187625054533
3947,0.0047966524079468996,0.5000000025000046,0.0001317494060591038,0.0003098393310264926,9.090909091735519,1.8345180440517508,9.377471605011986e-07
2927,0.2431239875481245,0.5000000025000064,0.0006090736707891834,5.8558464684207614e-05,4.244943660827491,6.620116169240192,1.2100597115225075e-07
1393,0.5000000024999993,0.22955917352374372,2.744910992724891,0.2310986311182649,0.41795999450671534,0.3296550457774389,0.0652208174098886
5874,0.0030238068485869546,0.4999999995499129,0.0760671724207734,0.03533772023478941,5.4255595574468956,0.735753415711236,0.005701623234609385
7537,0.2443792383365007,0.31198922923203365,0.40022390283213183,0.08509837035718759,0.6256247803484412,0.7932452510873356,0.08426458041390678
3447,0.4260436157340857,0.5000000024999993,2.702911221699889,0.6741083185781751,0.737635393033717,1.8198511662718553,0.10060402631256339
9851,0.5000000025000002,0.5000000025000002,0.959786150286865,1.4003938903204394,0.9953075840245018,0.4738430972922297,0.07651510028782245
6780,0.44040408799215824,0.20037049162969447,1.106893296536485,4.166666668055558,0.621505498537916,1.0606454387696973,0.15668956595841102
8574,0.5000000024999958,0.04312001899462142,0.2018513273662155,3.7137190388073416,9.090909091735547,0.0014408907937387926,0.024221480291714115
