,ktr,gam,slope_ven,B,Xl1,B0,p1,bi
8103,0.49999924968243364,0.24150513706273322,1.5657106564073717,3.1279659142087866,0.11106498401221811,0.9102578186021473,0.10319118052944636,0.31926332399131524
5161,0.2390718643552924,0.5000000024999949,4.166666668055555,0.6340386677284887,0.8500165668457605,0.02210707931897076,0.3335156213778922,0.4999954195182569
8106,0.10999205962965389,0.5000000024999878,4.166666668055555,3.1855900403272184,0.2976513942193835,0.0726665685304875,0.03126937183107068,7.779992885163442e-05
3500,0.04366160697093543,0.28340904300377145,2.6700063185907674,7.502052927971392,0.9067628289104911,0.00478335666309548,0.3238691352618363,0.09613943512285222
3631,0.49999946829618835,0.11899077880637829,2.0367858339983806,4.702858198351468,0.6082157890566071,0.15221544956238692,0.04910917585709117,0.022020069839365507
6450,0.22120819715499898,0.5000000025000046,2.2273254431826968,1.5771247151733945,0.3406486790902674,0.12492628785069189,0.04014598486572944,0.0007416948958842251
8242,0.4999986142819974,0.4898805116583003,0.723183183558212,0.6071059817843698,0.007622467643284407,0.33937425116817854,0.013588109449907427,0.08446987797479806
2101,0.19692761857054253,0.028668710473860624,0.00020688350008170753,3.5270779922269746,0.02499868399170083,0.8536888823855022,1.30122984949532e-07,7.65987757669479e-06
3895,0.34528681277474826,0.38436761530916425,3.0800776509869126,1.547021157945963,0.7998582016730398,4.513179742745371,0.04756824753481888,0.0006332883715544631
2104,0.010487257525245843,0.19102285025284915,4.166666668055577,6.6053389411503804,0.20852874763178408,0.40809235998567206,0.06213758034799958,0.007506674900453743
2105,0.05479748168616861,0.366804399090943,3.1714023597505725,2.9946715116728075,0.025044995627548392,1.4091449048792246,2.4574983516494174e-05,0.213243017611106
1978,0.25037153984134547,0.02152962918331255,3.889394900482832,0.13077569721807145,0.8306892073762763,2.804814389471883,0.011145652223136406,0.41515666152698927
6074,0.4999753918484838,0.23250060537286596,1.3506151562595716,1.240298188887742,0.5503594346554951,0.008305937613245728,0.1584365745018803,0.16239001850199136
9145,0.14690490740543757,0.5000000024999993,2.785179548987089,4.892565588588365,0.09888481210873942,0.016191360749715732,0.02436708964592904,0.0024323785134498085
2111,0.06123606905501144,0.5000000025000029,0.0071772222933181706,0.46046011822170596,0.0849388952516357,0.004379277618100035,5.966540353851558e-06,0.024503939652590175
5568,0.49999714554213714,0.24499772947722948,3.1100764827646694,0.5501004122064438,0.07089197000163928,2.503801473585385,0.005126271759457859,0.03905477896934891
3266,0.16914505951857722,0.4999996963541431,3.976561586145262,1.6579397792968713,0.7154616379739331,1.8212931996859114,0.04177146664541939,0.09361464807020625
3652,0.17209855612626854,0.4997089342875238,4.162321146139075,1.5974599082852894,0.18941897127464416,0.8680731359970084,0.019862099606322615,0.0965202736247121
2886,0.07069107263938278,0.17835799976572214,3.918168238048075,9.090909091735519,0.2299139498705191,3.4569208997144196,0.03032729056220667,6.612425510261394e-06
4935,0.38340790646813927,0.5000000025000002,3.9531203280004252,0.5553571754102278,0.045799620060608226,0.23692743276182426,0.016524095721900937,0.11438323241946904
6086,0.20372421144778105,0.26476807015718135,1.6386262986624314,4.9553918973922295,0.7887498476327663,0.046044821212699004,0.09498978437383787,0.04408528988771468
1100,0.046631672922128234,0.4999999986911865,0.8156184495962676,5.689052598534783,0.114257717801195,5.853958947658767,4.035315026411677e-08,0.00011347833370421053
8013,0.09734341272454684,0.5000000025000011,0.0035869396221069735,1.0198929376920944,8.691373928628482e-05,0.009189925747388378,0.018949161376811283,0.13661939387597988
4046,0.0506955759340672,0.1549539328204411,2.241816534443437,5.619062150584854,0.4599825610367273,0.1807194727043547,0.08239795038068586,0.0160038755945936
6735,0.49999299182744267,0.49805459762621157,3.460076816928032,0.9049423629181975,0.6406699210730655,0.5471540960045513,0.08151242807705648,0.058793691392155144
9553,0.0005144792200705685,0.058155557625159664,4.166666635737507,0.0012286057032034098,0.44406072553124654,0.7785325959229914,0.011760210502902576,0.003912988489467177
4181,0.33829865481498717,0.4815153903792982,1.8360660994355555,0.29901528119692705,0.19440320050895296,0.13269268040665783,0.05892546843607285,0.04180707705195558
8917,0.42567993179396785,0.21346147801523277,2.661975182914029,0.5921194130540431,0.08780116132124845,0.016611105162267867,0.0002602194159449888,0.01160769516267181
8793,0.00490490845680075,0.1886149371033694,3.1346129550429196,0.3454468206381736,0.1890717750566025,1.2785063059608213,0.021946092231332922,0.05208986297152774
7643,0.3255397067416979,0.4981301760949136,4.007316786807617,0.9258036762210013,0.04208881295047856,0.13497754372901605,0.005016280563461988,0.0941786242148616
7773,0.4954053709855782,0.0024610197315514627,0.3644606304620348,1.0552648933649844,0.07871881711129054,0.4428897813967286,0.002887039183834877,0.04725476347345555
9823,0.5000000025000002,0.3586435146358308,0.3945145266801795,0.5490316291701964,0.0001326625952779317,2.1100631560349403,0.04426439520841403,0.11309307249479117
5478,0.4138948945974694,0.43340311419288324,3.697533342761691,1.1295225203866164,0.11733215000884323,0.5174674729703739,0.020790004762749274,0.42303705352113624
6374,0.18348164673501133,0.32745829434457074,1.3462475411463768,0.35447681634286277,0.10384475350717078,0.3543524713390982,0.019645413509937818,0.030100497355640524
7402,0.30899196275981944,0.4331267819515617,4.033893082370391,1.009187621497147,0.0524680963694684,0.16818913365271693,0.01910773091256384,0.11187575459721022
3947,0.1953107362006419,0.5000000025000002,4.166666668055555,3.046725226461191,0.37155480058286505,3.736160716008058,0.038560575369621326,0.012634211707756688
2927,0.006486224902634461,0.17768421339801133,4.166666668055592,0.013468904525678328,0.23440186855958628,6.221139435021606,0.001492696364027101,2.2934351883187022e-05
1393,0.4508555442471868,0.21563443957754433,3.697259453020199,0.8379139287670943,0.5938100248560447,0.34023004651121513,0.46882354902529993,0.20918742941536794
5874,0.23971822031304357,0.47558856740280003,1.3910239280754104,1.7167556915548956,0.5000001012935619,0.8758209613680429,0.24450308347141,0.022181762605366584
7537,0.3631459312949061,0.4521037228873259,3.874184127070117,0.6443999595988646,0.07177369281519402,0.4983275562093089,0.018971776747988993,0.14228127449579925
3447,0.0008273218909728987,0.003011790515171696,2.9196955408666025,0.34846775541758973,0.2992849646234861,1.4641831942442658,0.03543279797389061,0.024460336221990973
9851,0.44055525515005417,0.43566768598868805,2.9379929149267534,1.2591932283852292,0.1278777394640473,0.355024583982039,0.024982200184019813,0.018216672567716034
6780,0.2606356146601197,0.3438278699576277,4.166638703096678,1.688202024073087,0.8681699829251177,1.24859093463216,0.023398256814793995,0.10851067197821396
8574,0.5000000025000064,0.20669370419823435,2.9167689667703685,1.8475671678213998,0.8799471834337156,0.04725562625874701,0.13921100108403728,0.47889032833319267
